gene_id,CK_1,CK_2,TR_1,TR_2,CKK_1,CKK_2,TRR_1,TRR_2
Os03g0221500,24,0,11,7,9,0,0,24
Os03g0221600,253,34,43,181,15,0,28,7
Os03g0221700,1565,1679,1132,1034,3202,2851,1701,2802
Os03g0221800,1318,1525,1679,1419,1528,1506,606,399
Os03g0222100,17,12,0,0,21,16,4,0
Os03g0222401,0,4,3,20,9,11,11,1
Os03g0222500,0,1,0,0,0,4,14,0
Os03g0222600,28,0,0,0,12,7,0,16
Os03g0222700,46,27,93,76,37,69,42,31
Os03g0222800,202,238,195,134,193,145,144,121
Os03g0223000,1369,997,886,622,1087,1228,1527,1329
Os03g0223100,1361,906,0,151,0,0,18,54
Os03g0223200,78,26,22,49,10,5,7,39
Os03g0223301,2947,3653,3769,4819,1981,2473,2536,2163
Os03g0223400,7134,5762,6945,7140,5520,4090,4034,4375
Os03g0223550,52,59,57,53,30,9,47,8
Os03g0223700,3703,3725,4003,4436,4960,5140,2919,2231
Os03g0223800,0,0,0,0,0,0,0,0
Os03g0223900,52,71,90,154,267,263,222,324
Os03g0224200,2603,3295,4588,5337,7712,8577,3828,4491
Os03g0224300,730,999,1005,666,2991,2750,815,883
Os03g0224700,834,1090,1620,1728,3689,3751,1615,1269
Os03g0225100,1663,1718,4475,6832,1718,1635,1975,1865
Os03g0225150,0,0,0,0,0,0,0,0
Os03g0225200,119,113,353,318,249,242,161,186
Os03g0225300,634,571,704,1136,979,1064,572,528
Os03g0225500,403,653,996,997,1037,1454,659,473
Os03g0225600,367,516,380,424,371,497,355,337
Os03g0225700,608,746,1389,1759,5204,5677,1616,552
Os03g0225900,20,47,560,1072,151,384,104,22
Os03g0226200,39,100,8,257,796,55,182,1895
Os03g0226300,1546,1783,262,246,35,34,94,355
Os03g0226400,5630,7253,3515,3112,556,532,591,1469
Os03g0226501,78,76,26,33,7,4,4,13
Os03g0226600,4070,4312,6075,6771,14013,10797,2676,2034
Os03g0226700,974,1080,931,1248,202,247,418,486
Os03g0226800,7,0,0,0,0,12,17,17
Os03g0226901,0,0,0,0,0,0,0,0
Os03g0227000,3676,4535,5432,5476,2660,4206,2373,1294
Os03g0227075,0,0,0,0,0,0,0,0
Os03g0227300,1755,2023,2529,2673,1452,1427,1170,1014
Os03g0227400,4617,4194,2690,2131,1596,1848,1583,2676
Os03g0227500,170,227,281,187,190,220,158,246
Os03g0227601,158,102,113,153,453,611,181,17
Os03g0227700,1030,817,1546,1111,3666,5485,2223,763
Os03g0227750,0,0,0,3,0,0,0,0
Os03g0227800,75105,65370,80068,55359,124885,132694,41103,43171
Os03g0227900,242,309,75,19,214,219,39,91
Os03g0228200,44569,35354,5940,9055,25,20,223,233
Os03g0228400,1630,1596,1083,1268,934,1033,643,1107
Os03g0228500,607,577,837,725,398,504,360,410
Os03g0228800,73,281,190,87,174,94,117,23
Os03g0228901,0,0,0,0,0,0,0,0
Os03g0229000,0,0,0,0,0,0,0,0
Os03g0229100,0,0,0,0,0,0,0,0
Os03g0229500,4745,4535,1078,1885,348,219,1154,422
Os03g0229551,26,10,7,5,0,0,0,0
Os03g0229575,315,320,325,313,280,343,285,405
Os03g0229600,2198,2327,2845,2904,2814,2848,2487,2454
Os03g0229801,52,51,41,26,160,118,37,58
Os03g0230000,20,30,42,25,54,69,42,82
Os03g0230300,1547,1152,684,1149,498,576,147,207
Os03g0230500,12140,10588,6813,6930,1819,2029,1189,731
Os03g0231000,209,105,122,105,123,112,59,32
Os03g0231150,735,779,557,474,512,386,241,442
Os03g0231400,275,317,2213,1681,2304,1863,300,449
Os03g0231600,8930,9298,14270,15307,83607,67826,484,825
Os03g0231650,300,315,1136,1180,6355,4734,29,21
Os03g0231700,882,929,157,261,180,449,231,226
Os03g0231750,24,27,14,0,8,6,7,0
Os03g0231800,10214,9599,7257,5033,3429,4213,5056,10426
Os03g0231850,1978,1717,1409,1193,537,958,600,558
Os03g0231900,736,733,889,969,600,627,619,732
Os03g0231950,413,411,209,289,28,29,196,39
Os03g0232000,1867,1946,1455,1437,438,1055,1241,1251
Os03g0232050,445,600,903,862,651,468,280,180
Os03g0232101,0,0,0,0,0,0,0,0
Os03g0232200,0,0,0,0,0,0,0,0
Os03g0232250,0,0,0,0,0,0,0,0
Os03g0232400,3382,3579,113,294,96,129,388,398
Os03g0232500,1828,2103,1449,1206,638,951,559,324
Os03g0232600,7101,6288,9388,6725,6001,7256,2865,1693
Os03g0232800,1059,1328,543,547,260,253,347,443
Os03g0232900,385,573,671,474,705,870,308,193
Os03g0233000,48,78,1211,214,72,137,0,8
Os03g0233200,0,0,0,0,0,0,0,0
Os03g0233251,0,0,0,0,0,0,0,0
Os03g0233300,0,0,0,0,0,0,0,0
Os03g0233500,2019,1692,2422,2089,1786,1782,1487,1045
Os03g0233700,0,0,0,5,1,6,0,3
Os03g0233750,15,7,28,13,29,30,33,0
Os03g0233800,83,90,134,144,247,270,185,181
Os03g0233900,0,0,0,0,8,3,20,98
Os03g0234000,0,0,0,0,6,0,0,0
Os03g0234100,0,0,0,0,0,0,0,0
Os03g0234200,1170,1360,837,1538,1254,1323,2191,2441
Os03g0234350,1506,2196,1474,2701,2374,2605,2300,2068
Os03g0234500,0,0,10,32,87,45,8,0
Os03g0234600,1119,1067,1287,811,963,1044,841,1010
Os03g0234900,14,0,0,0,310,270,4,14
Os03g0235000,70,254,5,67,576,699,1350,509
Os03g0235100,1721,1831,1632,1558,1161,1660,1231,1299
Os03g0235200,0,37,0,20,22,13,57,23
Os03g0235300,697,622,366,500,354,369,243,232
Os03g0235400,653,454,649,513,475,490,205,26
Os03g0235700,48,90,157,128,103,123,189,169
Os03g0235900,662,809,487,679,293,315,172,221
Os03g0236050,13,16,0,9,13,11,15,22
Os03g0236200,45,67,83,83,60,112,67,63
Os03g0236300,0,0,0,0,0,0,0,0
Os03g0236675,0,0,0,0,0,0,0,0
Os03g0236800,0,0,0,0,0,0,0,0
Os03g0236900,0,0,0,0,0,0,0,0
Os03g0236966,246,254,198,272,292,287,210,154
Os03g0236983,3,5,0,0,4,0,8,7
Os03g0237000,2735,3975,5349,5967,5237,7058,3713,2286
Os03g0237100,995,1088,1594,2019,4710,4077,2651,2254
Os03g0237201,10,39,95,56,195,207,101,89
Os03g0237250,0,0,0,0,0,3,0,0
Os03g0237267,0,0,0,0,0,0,0,0
Os03g0237401,0,0,0,0,0,0,0,0
Os03g0237500,86,75,190,151,24,9,56,47
Os03g0237600,1530,1403,1813,1860,3684,4803,1962,1394
Os03g0237900,375,332,334,245,419,500,307,349
Os03g0237950,24,21,33,42,71,53,67,61
Os03g0238000,232,202,358,290,432,431,460,373
Os03g0238300,1099,1246,7087,6791,2870,2219,2200,1282
Os03g0238600,4276,4999,1664,2439,332,515,141,74
Os03g0238700,63,118,98,167,88,173,164,46
Os03g0238750,14,5,0,0,0,1,1,0
Os03g0238800,1619,1432,998,1035,500,622,427,345
Os03g0239000,4,4,12,0,4,12,17,16
Os03g0239200,2567,3428,3364,3633,8289,8363,3605,2915
Os03g0239300,482,438,572,568,3024,2582,1278,3569
Os03g0239400,2428,2213,3671,3151,4165,4193,2102,1174
Os03g0240166,0,0,0,0,0,0,0,0
Os03g0240400,357,527,541,724,492,543,383,269
Os03g0240500,880,1118,2049,2560,4637,3825,2453,2962
Os03g0240600,0,4,19,13,28,138,13,12
Os03g0240700,1256,1579,1727,1808,1408,1877,1787,2146
Os03g0240800,649,868,1164,1467,835,984,868,1130
Os03g0240900,719,871,1018,903,1463,1520,909,797
Os03g0241001,0,0,0,0,0,0,0,0
Os03g0241100,3947,4765,4770,4132,5099,4830,2114,2649
Os03g0241200,1184,1566,1288,2414,2395,2689,2723,3358
Os03g0241300,5791,5108,5113,5804,2419,3335,2310,2303
Os03g0241400,902,946,1039,1080,686,534,380,309
Os03g0241600,4501,4226,888,1490,1672,1507,517,440
Os03g0241800,241,143,415,276,164,180,87,28
Os03g0241900,2014,2701,2161,1796,2225,2135,2111,2511
Os03g0242100,113,137,203,187,129,223,188,153
Os03g0242200,289,226,93,123,137,189,426,455
Os03g0242300,4205,2714,209,338,580,1131,699,1205
Os03g0242350,0,0,0,0,0,0,0,0
Os03g0242900,79,74,225,96,125,148,201,139
Os03g0243100,2623,1894,2971,3715,6492,5080,2645,5392
Os03g0243200,435,417,847,607,810,747,696,546
Os03g0243250,36,29,35,69,63,34,34,23
Os03g0243300,4673,6157,6488,6619,6781,6477,4177,4050
Os03g0243350,59,78,135,110,320,243,134,98
Os03g0243600,1630,1769,2593,2866,4069,3629,706,884
Os03g0243700,71,0,0,0,0,0,0,0
Os03g0243750,0,8,4,17,0,0,7,3
Os03g0243800,198,237,102,142,90,156,80,78
Os03g0243900,25,0,29,10,405,541,401,1284
Os03g0243950,0,0,6,0,62,85,57,53
Os03g0244000,5539,3943,6506,6370,4166,4813,5652,11491
Os03g0244200,142,155,311,385,1503,2155,817,3687
Os03g0244333,0,0,0,0,3,5,0,2
Os03g0244466,0,0,0,0,0,0,1,4
Os03g0244600,0,0,0,0,0,0,0,0
Os03g0244650,0,0,0,0,0,0,0,0
Os03g0244700,27,43,33,63,379,411,83,52
Os03g0244750,5,0,0,0,0,0,0,0
Os03g0244800,3,11,0,3,0,4,0,1
Os03g0244950,9426,10919,5384,7101,1733,2742,1307,727
Os03g0245100,1014,1088,1467,1692,904,836,546,427
Os03g0245200,7,5,0,0,0,0,0,0
Os03g0245300,0,0,0,0,0,0,0,0
Os03g0245500,0,0,0,0,0,0,0,0
Os03g0245700,701,1032,1737,2094,1497,1822,1682,1320
Os03g0245800,3,21,7,280,0,0,3,0
Os03g0245901,0,0,0,0,0,0,0,0
Os03g0246050,186,106,161,210,134,136,106,164
Os03g0246100,0,0,0,0,0,0,0,0
Os03g0246150,0,0,0,0,0,0,0,0
Os03g0246500,159,132,593,136,2925,4649,1663,1889
Os03g0246800,1500,1654,2600,2372,2834,3178,1508,1233
Os03g0246900,0,0,4,0,12,0,0,0
Os03g0247000,2077,2557,2919,3805,2564,2750,2617,3201
Os03g0247100,1568,1630,1457,1697,1557,1694,1289,1541
Os03g0247200,49,104,26,33,29,25,35,32
Os03g0247300,0,0,0,8,8,0,0,0
Os03g0247400,0,0,0,0,9,6,0,0
Os03g0247600,76,60,99,70,221,139,202,266
Os03g0247750,0,0,13,0,25,12,0,24
Os03g0247900,290,499,331,174,1482,1550,752,1404
Os03g0248000,3443,3143,2356,2456,2202,2298,1426,1035
Os03g0248200,1673,1885,421,694,362,315,242,390
Os03g0248225,26,23,0,19,8,0,9,0
Os03g0248250,0,0,0,0,0,0,0,0
Os03g0248300,13,0,0,4,0,4,0,12
Os03g0248400,8,4,0,0,42,29,4,21
Os03g0248500,0,0,0,0,0,0,0,0
Os03g0248600,2012,4891,3070,4921,2790,2962,2394,2063
Os03g0248766,0,0,0,0,0,0,0,0
Os03g0249100,908,1200,480,307,832,799,385,605
Os03g0249200,7580,7442,7304,7444,1712,1793,1525,1718
Os03g0249300,747,1008,1310,1427,958,1085,808,816
Os03g0249400,168,281,216,361,612,703,736,848
Os03g0249500,526,551,620,445,962,1109,467,426
Os03g0249700,4724,5624,1929,1693,916,1075,703,773
Os03g0249900,667,663,887,740,961,898,700,656
Os03g0250000,5974,4606,3376,2088,2164,2581,3098,3541
Os03g0250200,18,21,54,10,85,138,63,52
Os03g0250301,0,0,0,0,0,0,0,0
Os03g0250400,0,4,2,0,0,7,2,3
Os03g0251000,16,64,67,59,28899,25969,1307,3319
Os03g0251350,10261,7435,8047,5202,11730,11586,21005,21703
Os03g0251425,24,33,33,28,87,142,600,337
Os03g0251500,4715,4732,4426,6345,1523,1730,3616,888
Os03g0251600,5,0,0,0,0,0,4,0
Os03g0251700,50,17,306,131,645,634,152,94
Os03g0251800,508,368,881,592,2724,2961,780,194
Os03g0251950,0,0,0,0,1,0,0,0
Os03g0252100,1626,1744,1754,1818,2219,2288,2279,3266
Os03g0252800,1224,1172,1639,1750,2874,2996,1242,968
Os03g0252900,0,0,0,0,0,0,0,0
Os03g0253100,2289,2651,4169,3634,3330,3020,1190,947
Os03g0253200,0,0,0,0,16,0,3,5
Os03g0253500,1148,1227,1194,1340,1857,1643,971,645
Os03g0253600,515,635,183,362,546,673,221,260
Os03g0253701,0,0,1,0,0,0,3,0
Os03g0253800,318,547,684,596,278,402,302,253
Os03g0254000,498,715,1503,1815,547,670,608,376
Os03g0254200,7917,8432,1207,886,15,50,0,0
Os03g0254250,949,879,79,92,1,4,0,2
Os03g0254400,505,561,280,416,640,494,350,250
Os03g0254700,10845,11363,15129,16318,21344,22647,9836,6611
Os03g0254800,2889,3176,3759,5276,6482,8617,4316,3369
Os03g0254900,9297,10960,7524,8070,2038,2116,1575,1710
Os03g0255000,4030,4781,4392,4960,3964,3877,1542,855
Os03g0255100,2603,1808,1436,4284,24662,17892,2148,2343
Os03g0255200,247,306,838,981,977,986,543,671
Os03g0255400,2346,2857,4857,4909,6511,6508,3224,1933
Os03g0255500,7555,7990,55164,55665,85385,52988,16459,9485
Os03g0255900,218,367,495,611,1175,1090,307,279
Os03g0256400,266,435,503,507,912,813,564,274
Os03g0256800,0,0,0,0,0,16,0,0
Os03g0257000,0,9,42,5,8,12,4,7
Os03g0257500,0,0,0,0,8,8,0,9
Os03g0257600,1986,1582,2778,2135,2182,2273,1544,862
Os03g0257700,17,29,40,49,32,50,26,13
Os03g0257900,271,280,300,307,379,396,274,259
Os03g0258000,45,37,40,20,11,59,61,0
Os03g0258200,1053,593,722,627,1502,2048,1148,1638
Os03g0258500,3,0,0,7,0,0,2,3
Os03g0258900,0,0,0,0,0,0,0,0
Os03g0259001,0,0,6,4,20,32,6,25
Os03g0259100,0,0,0,0,0,0,0,0
Os03g0259300,1454,2338,2427,2684,2181,2522,1311,942
Os03g0259400,0,0,0,0,17,35,0,0
Os03g0259500,4,4,8,9,0,0,9,0
Os03g0259551,0,0,0,0,0,0,0,0
Os03g0259600,213,148,168,147,137,187,134,122
Os03g0259700,2430,2459,2339,2698,2757,2696,1526,1140
Os03g0259900,1293,1295,1097,959,932,834,316,303
Os03g0260000,11,0,0,0,0,0,0,0
Os03g0260100,313,267,602,512,691,760,262,94
Os03g0260266,554,499,499,449,551,503,401,422
Os03g0260432,0,0,0,0,0,0,0,0
Os03g0260600,0,0,0,0,4,0,0,0
Os03g0261100,367,184,0,8,12,4,67,213
Os03g0261500,4222,4586,4327,5221,2918,2925,2671,3171
Os03g0261800,10057,18278,3554,4734,2693,2517,1342,1211
Os03g0261900,687,725,824,990,826,1201,1312,802
Os03g0261950,75,74,215,177,214,223,53,19
Os03g0262000,0,0,0,9,23,0,0,0
Os03g0262100,496,572,799,639,943,1013,650,718
Os03g0262150,1715,1556,2296,1858,2002,2339,841,664
Os03g0262200,5,5,8,7,3,15,0,94
Os03g0262300,586,708,801,713,783,845,432,290
Os03g0262400,1780,2463,2032,2349,3843,3713,2613,2986
Os03g0262500,1440,1438,1824,1527,2647,2756,1294,753
Os03g0262700,156,255,210,187,210,257,107,167
Os03g0262900,909,995,1987,1817,1679,1786,961,637
Os03g0263000,0,0,0,0,4,0,4,0
Os03g0263300,0,0,0,0,0,0,0,0
Os03g0263350,0,0,0,0,0,0,0,0
Os03g0263400,1728,1432,1480,1860,364,517,511,477
Os03g0263500,3136,3453,3686,3769,3807,3664,2162,1733
Os03g0263600,0,0,0,0,0,0,0,0
Os03g0263700,986,1354,1294,1592,1406,1968,1539,1324
Os03g0263800,2990,3136,3302,3442,3002,2964,1899,2967
Os03g0263900,13237,9969,11695,8517,8260,6719,5076,6561
Os03g0263950,0,0,0,0,0,0,0,0
Os03g0264000,256,329,295,295,290,230,77,97
Os03g0264075,7,15,16,21,19,14,21,11
Os03g0264150,431,393,570,571,774,915,290,337
Os03g0264300,407,566,640,647,1316,1532,416,221
Os03g0264400,596,924,1764,1808,4428,5835,2199,1720
Os03g0264600,2,25,0,0,0,0,0,12
Os03g0264700,816,828,1146,1289,2156,2905,1579,736
Os03g0264800,67,63,8,12,8,13,28,0
Os03g0264950,0,0,0,0,0,0,0,0
Os03g0265001,664,326,294,252,144,151,153,35
Os03g0265100,10095,7510,5075,3861,3549,3202,2452,2328
Os03g0265200,249,266,232,326,367,372,230,180
Os03g0265300,401,446,419,690,780,879,519,459
Os03g0265400,2890,3905,6918,9528,12847,9836,10434,12995
Os03g0265500,2542,2679,4245,4151,6885,7266,4176,3300
Os03g0265600,6074,4719,2989,3304,929,930,1637,1432
Os03g0265666,105,73,140,199,142,232,22,0
Os03g0265700,2651,3091,3619,4028,4173,5616,3235,1783
Os03g0265800,779,1134,516,775,1975,1547,1775,2892
Os03g0265900,40,52,39,58,11405,12442,14111,16085
Os03g0266000,1394,1189,1151,1213,1376,1517,1587,1799
Os03g0266100,491,583,795,638,2324,2451,1330,1429
Os03g0266200,628,732,624,831,505,644,453,428
Os03g0266300,241,398,698,1185,1124,953,805,1489
Os03g0266700,660,824,833,1057,1203,1295,766,511
Os03g0266800,844,940,694,923,462,690,752,339
Os03g0266900,340,323,194,422,8,31,368,2271
Os03g0267000,156,159,41,183,7,2,54,615
Os03g0267100,199,263,114,173,48,48,156,407
Os03g0267200,0,0,0,0,35,0,0,0
Os03g0267300,85421,86019,78892,66107,22932,24359,26685,38894
Os03g0267400,0,0,0,0,0,0,0,0
Os03g0267500,652,580,1482,593,2027,2021,908,1144
Os03g0267550,0,0,0,0,0,3,0,0
Os03g0267600,1771,1548,1252,1103,449,552,258,112
Os03g0267700,315,385,614,613,848,1183,1011,1002
Os03g0267800,1035,1013,843,758,618,513,476,279
Os03g0267850,2,5,1,0,0,5,0,0
Os03g0268000,7902,7650,13011,16049,13023,13649,5992,6143
Os03g0268050,0,2,4,0,3,0,1,0
Os03g0268100,1790,1727,2084,1798,1686,2088,1722,1541
Os03g0268200,3218,3122,2347,2641,2606,2514,2062,1575
Os03g0268250,862,1033,581,485,580,880,451,243
Os03g0268300,4385,5760,5077,4727,3608,3936,1575,1851
Os03g0268400,223,270,531,501,783,950,348,277
Os03g0268450,0,0,0,0,0,0,0,0
Os03g0268600,1420,1017,275,122,41,204,129,165
Os03g0268750,24,0,0,15,0,7,0,0
Os03g0268900,778,890,1915,1968,1648,1613,1201,662
Os03g0269000,1757,1709,2181,2549,1887,1716,1347,792
Os03g0269100,2153,2232,2626,3226,3194,3160,2716,2741
Os03g0269300,13,0,12,0,0,0,0,4
Os03g0269500,54,51,40,42,11,46,29,25
Os03g0269601,7,11,0,0,0,8,8,3
Os03g0269700,9,33,0,0,18,32,37,64
Os03g0269900,1168,1513,461,644,545,1221,487,479
Os03g0269950,34,7,2,1,3,21,5,0
Os03g0270000,332,769,420,1679,4494,4151,845,1315
Os03g0270200,3983,3770,6374,5716,9454,8749,4050,2446
Os03g0270300,0,0,0,0,0,0,0,0
Os03g0270500,62,106,37,72,68,108,110,152
Os03g0270600,475,525,906,886,923,1029,576,266
Os03g0270700,332,424,804,758,1277,1293,528,425
Os03g0270800,0,7,13,6,11,4,6,8
Os03g0270900,0,0,0,0,0,0,0,0
Os03g0271100,3469,3389,6531,6251,5993,6109,8111,9142
Os03g0271200,605,829,1944,2597,2246,2744,1205,973
Os03g0271300,5,13,9,10,42,52,42,60
Os03g0271350,0,0,0,0,1,0,1,1
Os03g0271400,208,236,485,560,3663,3368,2944,2532
Os03g0271500,771,788,1375,1277,1717,1382,1481,2397
Os03g0271600,1313,1496,2081,1906,1617,1565,980,1198
Os03g0271800,1,7,0,2,0,0,0,0
Os03g0271900,3,7,0,4,0,0,3,0
Os03g0272300,753,802,728,946,906,838,527,663
Os03g0272400,1353,1341,513,684,349,376,311,544
Os03g0272650,9,7,8,10,0,2,0,3
Os03g0272900,1038,922,1087,1051,774,1009,227,603
Os03g0273200,0,0,0,7,0,0,0,0
Os03g0273800,29674,18235,33257,34587,1886,2365,1538,1496
Os03g0274000,4566,6020,6696,7559,11268,13270,9124,8469
Os03g0274300,23110,20035,14792,13347,1376,1698,1087,957
Os03g0274400,13,15,39,67,11,5,0,0
Os03g0274700,290,278,394,412,478,432,278,170
Os03g0274800,1955,2500,1670,2406,2886,3105,1349,1224
Os03g0274950,5,6,10,11,9,4,8,4
Os03g0275100,0,0,0,0,0,13,9,4
Os03g0275300,22,33,406,578,11201,10183,10253,11790
Os03g0275350,0,0,0,0,0,0,0,0
Os03g0275400,857,966,1177,1299,2262,2268,1262,979
Os03g0275450,196,217,197,215,440,442,217,210
Os03g0275500,8152,9687,15622,13917,30444,28108,11409,8316
Os03g0275600,0,0,0,0,0,0,0,0
Os03g0275700,0,4,11,4,21,15,18,0
Os03g0275800,0,5,0,0,0,0,4,10
Os03g0275900,492,535,795,868,793,1009,500,512
Os03g0275950,11,0,11,2,5,23,17,0
Os03g0276300,35,31,46,79,120,116,77,25
Os03g0276500,14955,18741,15750,15743,1413,3627,5267,2806
Os03g0276600,293,428,725,1097,851,854,548,675
Os03g0276700,91,159,285,385,263,297,301,337
Os03g0276800,0,0,0,0,0,0,0,4
Os03g0276850,0,0,0,0,0,0,0,0
Os03g0276900,821,708,743,820,798,928,947,965
Os03g0277000,0,7,0,0,0,0,0,6
Os03g0277100,2606,5922,8064,13365,1898,2511,3152,2971
Os03g0277300,137,218,69,1154,4,9,0,0
Os03g0277500,0,0,0,4,88,82,8,8
Os03g0277600,12,9,13,970,53963,76870,2118,299
Os03g0277650,0,0,0,0,2402,1450,9,0
Os03g0277700,0,0,0,109,224,371,19,18
Os03g0277800,0,0,0,0,0,0,0,0
Os03g0278000,6018,7057,6449,6804,6365,8469,3102,2246
Os03g0278066,7,2,0,7,0,0,0,0
Os03g0278200,1871,2401,1534,1543,1876,2238,678,422
Os03g0278250,9,7,0,0,0,0,0,0
Os03g0278300,4833,6722,7687,8215,16806,18267,8369,8784
Os03g0278333,3,3,0,5,11,11,0,9
Os03g0278366,31,92,26,71,149,107,160,108
Os03g0278400,1457,1934,2679,2995,7466,8049,4275,2942
Os03g0278500,0,0,0,0,0,0,0,0
Os03g0278533,0,0,0,0,0,0,0,0
Os03g0278566,589,663,332,260,196,167,273,263
Os03g0278700,793,920,1438,1378,1565,1484,783,535
Os03g0278800,142,221,232,332,168,197,171,167
Os03g0278900,117382,102253,99455,81385,34596,37134,79719,115985
Os03g0279000,6861,9583,3184,2944,5896,5426,3674,4643
Os03g0279200,684,1624,228,39,335,278,552,1017
Os03g0279400,229,461,300,509,840,1062,430,160
Os03g0279500,0,0,0,0,0,0,0,0
Os03g0279600,310,447,617,855,7235,7004,5150,6234
Os03g0279700,0,8,0,0,35,52,12,20
Os03g0279801,5,12,0,2,3,0,0,0
Os03g0279816,2,2,0,0,0,7,1,8
Os03g0279832,29,16,0,2,4,0,12,0
Os03g0279900,833,993,1251,1304,1487,1482,798,1060
Os03g0279950,473,652,2046,1311,1893,1277,1499,2437
Os03g0280000,6579,6250,7746,9062,7737,8978,5509,2693
Os03g0280400,0,0,0,0,11,32,14,68
Os03g0280700,285,277,739,885,3038,3101,599,564
Os03g0280750,22,17,32,86,23,29,54,39
Os03g0280800,246,159,66,93,19,43,84,114
Os03g0280900,0,4,0,0,0,0,24,6
Os03g0281000,11919,13829,8633,11329,5127,6244,6400,3171
Os03g0281100,0,14,25,16,61,79,41,13
Os03g0281201,0,0,5,0,3,0,14,17
Os03g0281300,4,20,0,0,0,3,3,12
Os03g0281466,1841,1939,4191,3360,1594,4225,3469,110
Os03g0281500,306,408,4608,3275,2470,576,758,2554
Os03g0281600,5518,5507,8936,10189,8320,10294,5491,3666
Os03g0281800,165,223,237,257,99,119,167,110
Os03g0281900,4,0,10,0,0,0,4,0
Os03g0282100,0,0,0,18,0,0,0,5
Os03g0282166,0,0,0,0,0,0,0,0
Os03g0282232,0,0,0,17,0,0,1,0
Os03g0282300,0,4,0,0,0,0,0,0
Os03g0282700,5,0,8,0,3,2,0,0
Os03g0282800,1811,1536,2086,1866,680,700,661,583
Os03g0282900,566,701,799,1126,907,847,833,746
Os03g0283000,0,21,0,43,0,0,0,0
Os03g0283100,7456,8187,5357,6633,4719,5562,7485,12126
Os03g0283200,1527,1229,2126,1249,436,394,832,1387
Os03g0283300,2403,2337,2456,2367,2025,1768,1586,2778
Os03g0283400,242,107,23,47,53,27,127,224
Os03g0283500,52,66,18,42,124,152,63,36
Os03g0283600,5784,4949,2674,2496,826,990,1985,2768
Os03g0283650,0,0,0,0,0,0,0,0
Os03g0283750,70,46,57,71,93,92,15,8
Os03g0283800,1624,1187,2006,2065,2702,2704,1422,759
Os03g0283850,8,0,3,3,3,2,2,0
Os03g0283900,42,41,22,29,72,77,47,26
Os03g0284000,88,187,150,257,163,164,157,114
Os03g0284100,44257,33712,35557,32632,39181,42499,35651,27729
Os03g0284150,4187,3154,4734,3060,6592,7532,3624,1503
Os03g0284200,32,29,45,25,32,21,8,0
Os03g0284400,3082,3859,7017,7453,7790,6245,9805,14310
Os03g0284500,2374,1949,2441,2837,214,248,155,136
Os03g0284600,16214,15531,12714,12195,1835,1702,1949,2015
Os03g0284650,4,0,2,0,7,0,3,0
Os03g0284700,0,0,0,0,12,3,0,0
Os03g0284800,360,395,463,473,279,371,129,95
Os03g0284900,1189,1321,1730,1992,2814,3609,2936,2465
Os03g0285100,6396,5798,3653,3693,934,979,1041,1056
Os03g0285133,0,0,0,0,0,0,0,0
Os03g0285166,68,80,62,33,2,2,7,15
Os03g0285200,146,89,29,37,504,584,128,99
Os03g0285300,223,93,125,115,3943,5846,906,670
Os03g0285700,7688,16318,10850,17310,17483,23597,11192,2833
Os03g0285800,405,963,978,1139,3842,3545,759,465
Os03g0285850,4,5,0,0,4,5,0,0
Os03g0285900,1863,2175,2266,2328,3598,3839,3076,2584
Os03g0286100,0,0,0,0,0,0,0,0
Os03g0286200,1801,1708,2618,3058,4980,5622,4727,2553
Os03g0286300,3148,3356,4438,4723,7022,8826,4533,2814
Os03g0286500,0,0,24,0,26,21,7,0
Os03g0286800,319,430,431,401,225,227,114,96
Os03g0286900,518,535,861,3831,16,43,4,7
Os03g0287100,4046,4098,1712,1984,26,54,47,156
Os03g0287400,0,0,0,21,8,37,3,42
Os03g0287500,73,12,166,126,241,252,53,34
Os03g0287600,0,38,22,23,56,124,0,0
Os03g0287700,26,70,36,4,43,114,39,58
Os03g0287750,10,9,24,0,7,18,0,0
Os03g0287800,87,36,0,0,89,137,101,53
Os03g0287900,458,509,735,774,724,832,579,740
Os03g0288000,42,442,12,303,0,0,0,0
Os03g0288051,0,0,0,0,0,0,0,0
Os03g0288101,613,464,576,440,511,490,318,119
Os03g0288300,3367,3175,2644,2577,2153,2255,1402,1021
Os03g0288400,331,261,516,1136,1153,1342,1115,1039
Os03g0288500,206,315,335,319,304,296,178,123
Os03g0288600,991,1130,1468,1500,1312,1439,997,1045
Os03g0288700,1428,1438,1237,1330,1205,1180,728,761
Os03g0288800,322,366,737,704,578,609,386,187
Os03g0288900,0,4,15,26,38,28,11,0
Os03g0289100,891,1451,1819,2766,2141,1964,549,477
Os03g0289133,5,0,4,8,4,0,13,0
Os03g0289200,1014,1211,1189,1326,1125,1240,924,1020
Os03g0289300,18,17,17,22,28,44,41,35
Os03g0289350,0,0,0,0,0,0,0,0
Os03g0289400,194,248,474,547,622,658,827,1569
Os03g0289800,218,664,135,352,1197,1259,1496,1579
Os03g0289850,0,0,10,0,0,0,6,0
Os03g0290300,21727,19706,17260,20531,1298,2298,2236,2819
Os03g0290400,23,48,12,29,19,11,28,12
Os03g0290500,2308,2179,2498,2267,986,1011,963,465
Os03g0290900,20,0,3,0,81,45,17,71
Os03g0291200,0,0,0,0,0,0,0,3
Os03g0291500,30,527,698406,802868,175127,153781,5929,1572
Os03g0291700,222,179,252,231,158,94,56,4
