gene_id,CK_1,CK_2,TR_1,TR_2,CKK_1,CKK_2,TRR_1,TRR_2
Os01g0878400,4204,3111,434,3135,120,109,363,274
Os01g0878550,50,28,10,11,0,0,4,0
Os01g0878700,111,127,117,61,24,68,244,354
Os01g0878750,0,0,19,11,0,0,9,0
Os01g0878800,1807,1954,1268,1724,2523,2689,1534,1865
Os01g0878900,4,0,26,0,10262,14399,37,25
Os01g0879000,1805,796,3199,4185,3239,3309,2640,3468
Os01g0879100,758,1417,1678,424,1143,1038,1105,744
Os01g0879200,6,0,9,9,80,91,66,37
Os01g0879300,7,15,10,24,9,5,2,15
Os01g0879400,602,578,859,823,877,971,502,409
Os01g0879500,80,124,147,199,164,249,199,142
Os01g0879600,0,0,0,0,0,0,0,0
Os01g0880100,0,0,0,0,0,0,0,0
Os01g0880200,2177,2004,6301,3572,2226,3367,1802,2126
Os01g0880250,19,0,21,18,0,9,12,0
Os01g0880300,292,259,50,264,1308,1342,1185,1145
Os01g0880350,4,2,3,1,0,3,6,7
Os01g0880400,1276,1066,1275,766,735,886,294,244
Os01g0880800,0,0,0,0,108,25,51,60
Os01g0880850,0,0,0,0,0,0,0,0
Os01g0880900,0,0,0,8,19,42,14,10
Os01g0881000,0,3,0,0,0,0,0,0
Os01g0881100,0,0,0,0,0,0,0,0
Os01g0881300,9625,9547,785,1304,2973,2508,5380,8463
Os01g0881400,659,686,1235,1095,2202,2036,1129,833
Os01g0881450,4,4,5,2,10,15,9,6
Os01g0881500,6455,7094,8273,9059,25828,22840,8785,8387
Os01g0881800,305,271,613,825,896,766,1089,820
Os01g0881900,1762,2096,3513,3283,5089,4447,4318,6703
Os01g0881950,4,0,0,0,0,0,0,0
Os01g0881966,380,516,677,567,761,781,447,236
Os01g0882000,0,0,0,14,0,0,0,0
Os01g0882100,0,0,0,0,0,0,0,5
Os01g0882200,65,90,71,53,181,136,106,119
Os01g0882250,0,0,1,0,0,0,0,0
Os01g0882300,1218,1210,1844,1783,1518,1453,829,536
Os01g0882400,77,153,102,76,26,33,44,16
Os01g0882500,8915,7571,9204,8036,8607,8255,10288,18687
Os01g0882800,12,34,21,0,30,50,46,14
Os01g0882900,0,0,32,0,0,0,0,0
Os01g0883000,1241,1047,2039,1711,174,303,672,337
Os01g0883100,35,32,23,12,0,0,25,7
Os01g0883200,1553,1721,2364,2358,2229,2374,1921,2057
Os01g0883400,0,0,0,0,0,0,0,0
Os01g0883600,0,0,0,0,0,0,0,0
Os01g0883800,649,458,232,540,1318,659,311,987
Os01g0883850,0,6,0,5,49,21,0,20
Os01g0883900,71,136,236,117,2477,2771,503,327
Os01g0884050,0,0,0,0,2,5,0,0
Os01g0884200,10,20,10,13,5,4,0,8
Os01g0884300,33003,28589,34770,38323,8267,8014,7427,10369
Os01g0884350,504,324,573,719,87,78,66,27
Os01g0884400,38,51,173,196,769,726,135,74
Os01g0884450,0,0,0,0,0,0,0,1
Os01g0884500,1400,1513,1804,1723,1537,1297,847,735
Os01g0884600,0,0,0,10,3,1,0,0
Os01g0884700,3654,3198,2566,2993,1335,1233,929,817
Os01g0884800,524,496,129,251,68,58,75,150
Os01g0884850,11,13,21,69,16,0,0,5
Os01g0884900,5960,5368,1688,2376,418,457,1160,1762
Os01g0885000,158,138,212,164,814,807,394,412
Os01g0885200,1591,1718,1507,1542,3967,4023,1452,1349
Os01g0885300,390,338,455,54,12503,14360,672,553
Os01g0885500,293,190,291,272,202,138,200,114
Os01g0885600,1133,680,4197,1832,746,838,189,191
Os01g0885700,28,29,0,13,0,0,8,0
Os01g0885900,18,11,0,0,0,0,0,13
Os01g0886000,1824,2197,1307,1420,1563,1840,1634,1553
Os01g0886200,0,0,0,0,0,0,4,0
Os01g0886300,4923,4750,3071,3491,2645,3577,2844,1769
Os01g0886350,66,72,58,81,299,246,272,229
Os01g0886500,1190,1201,1198,1123,2067,2251,2093,3068
Os01g0886600,627,633,655,635,1191,1184,1233,1080
Os01g0886700,10,11,18,3,39,5,14,53
Os01g0886900,7735,7068,4848,4687,6021,4289,1313,1451
Os01g0887100,620,500,738,774,585,707,1250,1489
Os01g0887400,579,721,690,961,548,491,811,736
Os01g0887550,6,4,2,0,2,0,16,11
Os01g0887700,964,932,1450,1761,4205,3456,1783,2308
Os01g0887850,6,0,3,0,18,9,12,0
Os01g0888022,0,0,0,0,0,0,0,0
Os01g0888200,38,53,72,31,46,39,168,219
Os01g0888300,918,907,533,498,847,699,822,523
Os01g0888500,642,1069,798,1453,5354,5723,7452,6842
Os01g0888600,486,588,610,705,475,630,495,373
Os01g0888700,505,609,970,1088,1595,1791,1105,1111
Os01g0888750,23,21,26,3,75,40,27,17
Os01g0888800,9,3,66,3,331,267,63,79
Os01g0888900,404,453,714,913,1491,1021,1120,1327
Os01g0889000,2113,2471,3020,3531,4207,4261,2111,2034
Os01g0889200,6274,5263,6221,4800,6555,7549,3810,3020
Os01g0889400,105,95,143,15,705,742,92,226
Os01g0889601,0,0,0,0,0,0,0,0
Os01g0889800,668,943,1154,1484,3151,2474,1616,1898
Os01g0889900,516,603,2550,748,1915,1484,1557,2204
Os01g0890001,24,20,58,27,70,64,51,59
Os01g0890050,46,32,82,30,70,45,12,39
Os01g0890100,7,17,0,4,14,25,13,0
Os01g0890200,0,0,0,11,0,0,0,0
Os01g0890250,0,0,0,0,0,0,0,0
Os01g0890300,22,12,0,4,0,0,0,0
Os01g0890400,0,0,0,0,0,0,0,0
Os01g0890500,0,0,0,0,0,0,0,0
Os01g0890600,127,141,187,95,79,35,186,174
Os01g0890900,56,86,96,74,122,157,81,21
Os01g0890950,0,0,0,29,2,9,6,0
Os01g0891000,0,0,8,0,0,12,5,0
Os01g0891033,21,0,33,0,15,6,11,0
Os01g0891066,0,0,0,0,0,0,0,0
Os01g0891100,0,0,0,8,0,0,6,8
Os01g0891300,238,189,146,55,419,409,25,24
Os01g0891350,0,0,0,0,3,4,0,0
Os01g0891400,4,14,9,8,14,30,0,0
Os01g0891601,0,19,18,44,110,157,127,0
Os01g0891700,30,35,0,10,120,167,116,70
Os01g0891800,0,0,0,0,0,0,0,0
Os01g0892300,22,121,41,91,183,281,81,15
Os01g0892500,44,137,465,838,899,1427,462,108
Os01g0892600,14961,16954,13832,16439,2187,2320,833,1041
Os01g0892800,31,204,29,64,267,341,249,173
Os01g0893300,34,28,137,79,85,122,151,176
Os01g0893400,5285,5040,2604,1742,529,779,2331,1628
Os01g0893700,0,0,0,0,0,0,0,0
Os01g0894000,618,640,389,728,351,328,269,174
Os01g0894050,0,0,0,0,0,0,0,0
Os01g0894075,0,0,0,0,0,0,0,0
Os01g0894100,0,0,0,0,0,0,0,0
Os01g0894300,2731,2711,4796,3805,2143,2769,1934,2228
Os01g0894500,1546,2239,2040,2398,1975,2180,1425,1662
Os01g0894600,946,875,1502,1098,1535,1761,985,1137
Os01g0894700,1244,1512,1840,2106,4520,4071,3338,5884
Os01g0895000,45,34,26,29,44,59,3,32
Os01g0895100,14429,14105,16415,17502,7694,8326,11036,12574
Os01g0895200,0,0,0,0,0,7,0,0
Os01g0895300,0,0,0,0,0,7,0,0
Os01g0895500,261,262,349,432,296,276,193,203
Os01g0895600,3749,4257,5868,8217,32923,38274,20867,13142
Os01g0896200,14,11,12,12,138,147,129,137
Os01g0896300,4,11,8,0,41,6,0,0
Os01g0896350,0,0,0,0,0,0,0,0
Os01g0896400,0,0,0,0,10,10,43,4
Os01g0896500,57997,53029,54484,47435,27576,26478,32081,38028
Os01g0896700,3607,5604,5021,10255,11194,13131,9408,8546
Os01g0896800,1597,2201,2163,4018,4577,5422,4349,4094
Os01g0897000,527,534,971,643,386,490,615,672
Os01g0897100,556,630,590,478,459,364,363,339
Os01g0897150,0,0,0,21,0,15,0,14
Os01g0897200,2987,3379,3729,4201,3653,3495,2231,1947
Os01g0897300,137,82,184,85,154,133,97,47
Os01g0897500,261,368,470,563,329,400,279,437
Os01g0897600,6015,6893,1523,1584,691,815,1395,1497
Os01g0897700,85,58,141,62,157,213,57,97
Os01g0897800,8087,8283,10333,9941,9108,9306,4484,3198
Os01g0898300,1906,2334,1830,1673,1319,1623,598,503
Os01g0898400,98,114,89,73,44,100,35,78
Os01g0898500,39,19,23,14,4,16,25,17
Os01g0898600,224,272,97,183,69,35,40,87
Os01g0898800,21111,16061,11225,13374,2346,2364,1462,2630
Os01g0898900,749,912,311,233,371,477,240,203
Os01g0899000,569,755,683,682,573,768,369,377
Os01g0899100,0,4,5,11,16,16,0,14
Os01g0899200,592,705,124,120,74,114,342,518
Os01g0899275,0,0,0,0,0,0,0,0
Os01g0899350,0,0,0,0,0,0,0,0
Os01g0899387,3,5,0,19,3,2,0,0
Os01g0899425,0,0,0,0,0,0,0,0
Os01g0899500,1749,1889,1672,1578,798,645,224,428
Os01g0899700,16,23,0,0,0,0,0,0
Os01g0899800,0,0,0,0,0,0,0,0
Os01g0900200,216,254,90,264,120,140,55,60
Os01g0900300,4,5,0,0,0,2,0,2
Os01g0900400,4,5,0,0,0,2,0,2
Os01g0900700,0,0,0,0,0,0,0,0
Os01g0900750,0,0,0,0,0,0,0,0
Os01g0900800,3630,3221,1930,1429,9878,8451,9468,10369
Os01g0900900,5993,5627,4140,4660,1768,1579,1332,2291
Os01g0901000,253,160,337,230,919,777,324,405
Os01g0901101,2,9,14,2,41,32,1,2
Os01g0901200,180,224,409,508,352,404,362,298
Os01g0901300,0,26,76,19,9,32,0,15
Os01g0901500,2326,2067,2522,2145,563,1026,695,528
Os01g0901550,176,122,128,107,36,0,49,46
Os01g0901600,891,829,104,206,655,1461,756,1143
Os01g0901650,3,0,0,0,4,3,0,7
Os01g0901700,125,215,382,483,216,205,75,101
Os01g0901800,560,757,715,772,414,419,304,348
Os01g0901900,322,748,2044,3790,2704,2403,1585,1100
Os01g0901950,28,8,9,11,16,11,10,6
Os01g0902000,201,269,447,579,1062,1171,373,224
Os01g0902100,19,49,110,8,890,815,210,95
Os01g0902200,481,446,549,564,786,580,668,601
Os01g0902300,774,1070,1343,1054,1017,1156,393,380
Os01g0902700,249,418,76,116,6,18,20,31
Os01g0902750,0,0,0,3,0,0,0,0
Os01g0902800,0,0,0,0,0,0,0,0
Os01g0903100,0,0,0,0,0,0,0,0
Os01g0903800,0,0,0,0,0,0,0,0
Os01g0903900,0,0,0,0,0,0,0,0
Os01g0904000,0,0,0,0,0,0,0,0
Os01g0904200,6158,4745,5715,5219,3998,4276,3431,3302
Os01g0904300,929,848,1003,895,204,368,538,601
Os01g0904400,117,161,273,301,103,111,68,31
Os01g0904500,166,161,339,263,315,414,199,86
Os01g0904700,1004,1076,1222,982,2214,1960,1024,1100
Os01g0905200,176,342,1498,398,425,379,268,414
Os01g0905300,4,16,40,26,32,71,26,28
Os01g0905400,0,0,0,0,0,0,0,0
Os01g0905500,6,21,23,14,17,16,41,59
Os01g0905700,2172,2115,3006,2709,2187,2967,3738,5610
Os01g0905800,7791,12190,13462,20749,27744,19896,19193,19640
Os01g0906000,95,55,76,63,57,105,168,272
Os01g0906200,1026,1241,1442,1622,2068,2144,1400,1275
Os01g0906425,33,49,33,23,16,12,20,25
Os01g0906450,680,878,732,732,724,619,888,910
Os01g0906600,1540,1761,2021,1880,2438,2263,1188,959
Os01g0907200,53,54,780,156,1681,1773,875,1112
Os01g0907300,973,1083,1723,1515,2259,2423,1400,1080
Os01g0907400,337,420,687,815,676,893,491,323
Os01g0907600,0,0,0,0,0,0,0,0
Os01g0907900,0,0,0,0,0,0,0,0
Os01g0908001,16,9,18,50,10,14,41,21
Os01g0908100,806,861,1011,878,930,1082,1009,892
Os01g0908200,3246,5359,17007,26377,10144,8470,12774,14989
Os01g0908301,123,54,386,461,81,153,139,76
Os01g0908400,628,631,663,805,629,646,709,806
Os01g0908500,3603,3475,4354,4254,4943,4462,2333,2956
Os01g0908600,511,487,100,85,68,54,42,57
Os01g0908700,587,1179,2203,2202,3208,3395,1123,870
Os01g0908800,422,421,449,624,558,750,448,206
Os01g0909000,4,0,0,7,0,4,8,0
Os01g0909100,66,99,161,128,150,170,91,104
Os01g0909150,0,0,0,0,0,0,0,0
Os01g0909200,988,1002,1616,1839,1099,1178,754,519
Os01g0909300,15,5,3,0,0,28,21,9
Os01g0909400,103,44,127,87,399,657,726,1039
Os01g0909500,171,301,251,376,3580,4222,2805,2507
Os01g0909600,24,7,27,0,11,9,0,1
Os01g0910200,160,273,178,198,114,200,204,127
Os01g0910300,34,79,102,109,63,48,76,62
Os01g0910400,30,18,33,4,0,12,7,9
Os01g0910450,0,0,0,0,0,0,0,0
Os01g0910500,14352,11382,10273,9083,1461,910,7273,8677
Os01g0910800,8,42,0,114,0,0,0,0
Os01g0910900,63603,122124,38543,34836,126,634,1431,1322
Os01g0911000,537,488,493,713,729,969,862,817
Os01g0911100,16521,15341,18392,16439,29212,31597,18664,14976
Os01g0911133,0,0,1,3,2,2,4,1
Os01g0911200,1465,2271,3496,3561,5883,7495,3438,2434
Os01g0911250,5,4,7,12,9,14,16,12
Os01g0911300,7187,5201,6962,8486,1851,2328,3090,3239
Os01g0911700,0,0,0,0,0,0,0,0
Os01g0911800,1971,1931,2546,2521,2817,2887,1710,1319
Os01g0911900,133,171,320,224,218,366,343,152
Os01g0912400,0,0,0,0,0,0,0,0
Os01g0912600,194,244,222,224,216,205,120,166
Os01g0912700,40796,37620,32247,30228,7947,8011,11397,17106
Os01g0912850,7,165,330,338,711,584,135,31
Os01g0912900,3795,4737,2702,1813,542,562,729,539
Os01g0913000,51023,56609,33299,30757,7551,10284,15101,17571
Os01g0913100,501,518,755,593,399,440,298,453
Os01g0913300,79,44,620,544,155,176,101,57
Os01g0913400,57,49,107,177,110,153,106,60
Os01g0913600,0,0,0,0,0,0,0,0
Os01g0913800,263,359,252,469,154,213,184,205
Os01g0913900,0,3,20,5,3,9,25,26
Os01g0914000,0,0,16,0,29,21,10,0
Os01g0914100,0,0,7,0,0,0,0,0
Os01g0914200,0,37,28,22,86,86,61,17
Os01g0914300,0,0,0,0,0,4,0,0
Os01g0914400,0,0,0,2,0,14,0,3
Os01g0914600,22,8,12,21,55,33,11,4
Os01g0914700,0,0,0,0,0,0,0,0
Os01g0914800,1958,2595,2631,3079,2093,2471,1603,1542
Os01g0915000,136,155,663,769,878,858,282,906
Os01g0915200,0,0,0,0,0,0,0,0
Os01g0915300,1134,857,1132,1033,753,683,671,845
Os01g0915350,348,220,412,423,945,750,350,185
Os01g0915400,271,194,399,574,563,462,288,115
Os01g0915401,0,0,0,0,0,0,0,0
Os01g0915600,3338,3483,3099,2440,6184,5442,3448,3034
Os01g0915666,0,3,5,5,6,4,9,3
Os01g0915732,0,5,0,0,4,1,0,0
Os01g0915800,376,510,981,1161,1995,1935,930,650
Os01g0915900,23,107,596,2008,1426,1337,294,13
Os01g0916000,0,17,124,264,285,238,34,0
Os01g0916100,104,185,262,518,1118,1101,291,42
Os01g0916200,2064,2088,3033,3708,4840,4664,2080,1588
Os01g0916300,1413,1305,1899,2060,3413,2957,1311,1154
Os01g0916350,878,1045,5930,3794,32102,21887,2004,3412
Os01g0916400,4411,5505,20978,13775,114075,75705,13840,27045
Os01g0916600,89,182,78,263,2182,3169,4283,4343
Os01g0916700,285,307,253,258,347,380,425,641
Os01g0916800,3521,3775,6365,6417,7010,6877,3016,1356
Os01g0916950,29,38,203,162,192,183,32,0
Os01g0917100,0,0,0,0,0,0,0,0
Os01g0917200,115,66,129,77,296,248,117,99
Os01g0917300,12,8,39,55,86,132,58,50
Os01g0917400,18991,14560,14427,12898,8648,7497,6714,12012
Os01g0917500,563,455,424,566,29,49,55,43
Os01g0917700,9,0,20,0,107,148,32,60
Os01g0917801,21,26,21,0,168,88,26,95
Os01g0917900,6,16,4,4,86,106,0,0
Os01g0918100,435,561,466,568,234,361,120,330
Os01g0918200,370,388,310,497,727,755,227,490
Os01g0918300,15327,14654,8042,10358,10518,9980,7132,10799
Os01g0918400,87,66,46,79,0,0,14,29
Os01g0918500,597,696,844,855,1019,994,750,757
Os01g0919100,379,322,1262,630,61,41,20,0
Os01g0919150,0,0,11,0,0,0,0,0
Os01g0919200,0,0,0,0,0,0,0,0
Os01g0919400,49280,55810,39232,32283,5480,4534,2538,1251
Os01g0919500,856,1307,1065,1177,1273,1679,957,965
Os01g0919600,27990,24472,19387,12671,8157,8250,8955,5972
Os01g0919700,4179,3045,3681,3149,3300,3504,3647,3942
Os01g0919800,6249,5524,3001,3418,224,235,2425,1579
Os01g0919900,17464,16430,20633,21944,9749,8292,4373,8467
Os01g0919950,13,21,4,7,0,2,7,5
Os01g0920000,948,1157,1370,1582,915,1048,1122,1113
Os01g0920100,1947,2894,3850,4429,4849,5839,1830,1509
Os01g0920200,1561,2029,2303,1924,1982,1814,1343,1843
Os01g0920300,718,1090,2288,3497,6354,6151,7652,5895
Os01g0920400,4048,4102,4708,5074,4999,5158,2662,2121
Os01g0920450,0,3,6,28,23,27,16,11
Os01g0920500,6,8,17,54,98,117,105,66
Os01g0920700,0,5,4,56,86,55,25,36
Os01g0920800,0,0,0,0,4,0,0,0
Os01g0921000,6,12,14,3,0,10,0,37
Os01g0921100,974,557,138,152,3,8,40,54
Os01g0921200,1023,1403,1528,2029,3002,3478,1255,937
Os01g0921300,2202,1663,2049,2113,846,911,806,1066
Os01g0921400,925,872,1198,971,1960,1719,799,701
Os01g0921450,285,257,534,554,834,907,123,20
Os01g0921500,12,13,0,13,11,0,6,0
Os01g0921550,0,4,0,0,0,8,2,7
Os01g0921600,706,922,1273,1647,2804,2914,2054,2410
Os01g0921800,2281,1548,2693,2260,889,835,730,960
Os01g0922000,692,803,799,623,1129,1188,838,588
Os01g0922100,0,8,8,0,0,7,0,2
Os01g0922350,0,8,8,0,0,7,0,2
Os01g0922600,1021,579,118,187,438,471,112,85
Os01g0922700,0,4,0,0,85,162,805,453
Os01g0922800,3351,3326,2172,2534,4506,4518,3189,3395
Os01g0923000,329,270,4049,3757,6132,4362,1131,2777
Os01g0923200,6,11,8,4,6,18,78,7
Os01g0923300,4120,4210,5615,5545,7200,6814,3235,3651
Os01g0923400,1146,1183,1053,1190,1383,1342,1001,1092
Os01g0923600,1508,1626,1293,1316,1154,1265,539,503
Os01g0923700,5544,5919,7716,8169,9030,8796,3955,3093
Os01g0923750,97,87,112,178,220,196,39,5
Os01g0923800,6,13,0,25,13,7,0,8
Os01g0923900,1184,1386,1155,1321,1209,1112,1002,864
Os01g0923950,0,11,0,0,0,0,0,7
Os01g0924000,11473,12673,11228,12315,10684,10490,10663,16993
Os01g0924100,43,26,7,21,1,0,3,7
Os01g0924200,256,232,266,460,98,83,60,63
Os01g0924300,818,1026,1414,1464,3062,2963,1406,1501
Os01g0924400,8312,8436,12149,10755,17606,15548,11537,9270
Os01g0924500,55,71,39,50,93,101,114,161
Os01g0924600,2744,2722,2879,3180,3282,3817,2743,2779
Os01g0924700,0,4,0,0,0,0,0,0
Os01g0924800,153,192,249,381,522,526,418,549
Os01g0924900,1715,1970,2501,2438,2742,2957,1542,1522
Os01g0924933,7,12,0,0,3,0,4,11
Os01g0924966,187,131,8,21,9,21,5,8
Os01g0925000,2392,2553,3097,3261,2525,2690,2186,1673
Os01g0925100,60,24,51,87,2594,2235,289,81
Os01g0925200,1647,1884,1931,2298,3212,3483,2055,2429
Os01g0925300,53,41,33,0,107,141,14,47
Os01g0925350,0,0,0,0,0,2,0,0
Os01g0925400,1453,1385,757,938,2501,2852,1181,1760
Os01g0925600,0,5,4,0,0,4,3,3
Os01g0925700,768,1278,280,553,1431,1897,720,563
Os01g0925800,2437,2678,2057,2064,2044,2037,1682,2005
Os01g0926200,454,432,339,300,347,306,333,439
Os01g0926300,1530,2951,1825,3785,6080,7503,4376,6222
Os01g0926350,36,69,43,91,174,147,122,215
Os01g0926400,39,65,267,193,928,821,313,237
Os01g0926450,23,0,8,7,0,31,20,0
Os01g0926501,0,0,0,0,0,0,0,0
Os01g0926600,457,372,670,384,2796,3061,1815,2043
Os01g0926700,237,191,671,211,702,865,321,319
Os01g0926800,15773,18347,11779,12204,4194,4176,3702,3372
Os01g0927000,106,220,248,393,225,168,172,80
Os01g0927300,50,14,14,0,241,210,559,688
Os01g0927400,215,160,183,172,207,210,149,127
Os01g0927500,584,489,336,118,225,229,311,185
Os01g0927600,18475,17803,23445,23442,23430,24076,14067,8066
Os01g0927900,1357,1376,1249,1467,1446,1437,1054,1119
Os01g0927950,3,4,3,2,3,5,2,2
Os01g0928000,2879,2328,531,565,269,344,1098,884
Os01g0928100,1171,1313,1600,1800,1945,2346,1188,1230
Os01g0928200,0,0,0,0,0,0,0,0
Os01g0928300,439,485,702,809,876,877,538,509
Os01g0928400,0,10,4,14,0,7,0,4
Os01g0928600,0,0,0,0,0,0,0,0
Os01g0928700,0,0,0,0,0,0,0,0
Os01g0928800,894,1402,2570,2472,5001,4642,1338,759
Os01g0929000,0,0,46,12,228,182,30,10
Os01g0929100,6515,7360,11715,9384,9750,13412,19416,24951
Os01g0929200,52,37,50,60,82,62,144,175
Os01g0929500,371,448,488,757,695,875,491,623
Os01g0929600,0,0,0,0,0,3,0,0
Os01g0929800,39,3,21,9,72,32,40,25
Os01g0929967,0,0,0,0,7,3,0,0
Os01g0930000,258,280,439,572,1000,694,857,648
Os01g0930200,6073,6186,6701,6756,8293,9430,6488,3971
Os01g0930300,13,44,32,31,135,180,65,34
Os01g0930400,123,243,17,410,524,720,685,142
Os01g0930500,98,83,31,15,148,84,7,45
Os01g0930800,2815,1333,923,1907,309,419,3484,3591
Os01g0930900,219,215,7,17,0,0,2,10
Os01g0930950,259,151,0,26,0,1,14,4
Os01g0931000,578,534,14,58,0,1,17,13
Os01g0931100,2705,2858,3060,2170,1712,1984,2074,1991
Os01g0931200,0,0,0,0,0,7,32,4
Os01g0931300,285,606,566,558,2876,2950,1388,1508
Os01g0931400,107,162,343,257,840,1116,432,401
Os01g0931600,0,4,0,0,0,0,0,0
Os01g0931700,0,0,0,0,0,0,0,0
Os01g0932000,0,0,0,0,0,0,0,0
Os01g0932500,0,0,0,0,0,0,0,0
Os01g0932525,0,0,0,0,0,0,0,0
Os01g0932550,0,0,0,0,0,0,0,0
Os01g0932600,2194,2905,3324,3269,3342,3194,1341,1545
Os01g0932650,0,0,1,0,37,20,16,36
Os01g0932700,0,0,0,0,3,0,0,0
Os01g0932950,0,0,47,33,111,62,34,357
Os01g0933075,291,527,1512,1356,1071,978,899,1471
Os01g0933200,2875,2986,829,2038,589,658,1649,2169
Os01g0933300,222,75,522,412,970,958,394,423
Os01g0933400,808,830,746,816,768,975,608,554
Os01g0933500,426,414,280,439,53,58,34,51
Os01g0933600,6374,5091,7402,6845,9796,8626,5142,5439
Os01g0933900,1024,1455,3137,4036,10841,12305,2782,2156
Os01g0933950,10,18,12,20,47,47,37,3
Os01g0934000,1687,2468,2139,2058,1768,1764,1082,999
Os01g0934100,3897,6210,4467,3778,2977,3142,1816,1061
Os01g0934200,1333,1114,1368,1691,1618,1550,838,1470
Os01g0934300,2254,2138,2708,2927,3514,3559,2041,1119
Os01g0934350,413,344,366,655,66,35,56,156
Os01g0934400,1126,760,1256,1575,108,159,225,879
Os01g0934500,1428,1347,1609,1049,1589,1526,941,600
Os01g0934600,1,0,1,0,0,0,0,0
Os01g0934700,1,3,1,0,0,1,0,0
Os01g0934800,36,56,13,57,17,42,24,30
Os01g0934900,6,21,10,17,0,8,22,14
Os01g0934901,7,0,12,4,4,17,14,0
Os01g0935000,0,6,0,15,0,0,0,8
Os01g0935050,0,0,0,0,0,0,0,0
Os01g0935200,0,0,0,16,8,0,0,0
Os01g0935300,108,200,269,351,446,444,151,221
Os01g0935350,0,0,0,0,4,0,0,0
Os01g0935400,1915,2641,1075,750,360,357,268,333
Os01g0935450,42,34,9,10,14,8,4,4
Os01g0935500,1066,1136,1664,1800,993,887,679,589
Os01g0935600,4693,4515,3278,3937,1648,2097,2442,2695
Os01g0935700,2178,3296,2751,4014,1728,1907,1566,1156
Os01g0935800,0,0,0,0,0,0,0,0
Os01g0935900,2120,2923,2536,2999,1921,2085,1309,1617
Os01g0936000,4,0,0,7,0,0,2,1
Os01g0936100,2206,2112,2240,2500,2334,2540,1096,898
Os01g0936200,1177,1429,1813,1510,2311,2546,1963,1970
Os01g0936600,108,106,221,206,614,735,460,592
Os01g0936700,8,3,41,39,15,31,0,0
Os01g0936800,2612,2820,2441,2499,1794,1942,1080,791
Os01g0936850,0,0,0,0,0,0,0,0
Os01g0936900,0,0,0,0,0,0,0,0
Os01g0936950,0,0,0,0,0,0,0,0
Os01g0937000,0,0,0,0,0,0,0,0
Os01g0937012,0,0,0,0,0,0,0,0
Os01g0937025,0,0,0,0,0,0,0,0
Os01g0937050,0,0,0,0,0,0,0,0
Os01g0937100,38,4,43,4,38,37,119,218
Os01g0937200,397,429,162,174,223,246,295,260
Os01g0937300,342,290,520,377,445,459,299,95
Os01g0937366,1,2,1,0,0,1,0,0
Os01g0937400,1478,1514,1749,1386,1257,1320,1018,402
Os01g0937500,0,0,0,0,0,0,0,0
Os01g0937600,0,0,0,0,0,0,0,0
Os01g0937800,0,0,0,0,0,0,0,0
Os01g0937850,0,0,0,0,0,0,0,0
Os01g0937900,0,0,0,0,0,0,0,0
Os01g0938100,12836,10154,10726,9563,5286,4040,3561,7868
Os01g0938200,337,241,468,430,337,343,303,278
Os01g0938400,28,43,177,111,84,91,30,50
Os01g0938600,404,437,894,638,1092,1517,649,537
Os01g0938900,1379,1577,1886,2276,2381,2534,2062,2259
Os01g0939000,65,87,109,120,118,66,74,80
Os01g0939100,37,38,48,20,19,18,89,40
Os01g0939150,0,0,0,0,0,1,2,0
Os01g0939200,103,158,177,190,222,272,245,169
Os01g0939300,0,11,0,16,15,0,0,0
Os01g0939400,637,803,731,804,630,557,434,758
Os01g0939450,70,213,54,147,0,6,16,8
Os01g0939500,0,0,0,24,17,5,6,1
Os01g0939550,40,32,22,49,3,4,4,19
Os01g0939600,29,21,34,6,185,290,91,35
Os01g0939700,1908,2407,1786,2217,1940,2212,1934,1924
Os01g0939800,15,3,34,20,25,15,0,3
Os01g0939901,7,6,3,20,7,10,1,6
Os01g0940000,1006,642,377,361,123,167,317,301
Os01g0940100,958,665,423,512,548,619,766,731
Os01g0940600,337,311,706,934,703,658,1057,1485
Os01g0940700,87,137,169,5522,2267,4623,506,57
Os01g0940800,36,164,1134,2782,4606,6576,1716,890
Os01g0941200,0,0,0,0,0,5,0,0
Os01g0941500,0,0,0,0,0,0,0,0
Os01g0941800,4,0,0,0,0,0,0,0
Os01g0942200,0,0,0,0,26,8,0,4
Os01g0942300,0,0,0,0,14,11,0,6
Os01g0942900,1568,2239,2371,3172,7343,7792,5807,4883
Os01g0943000,980,1245,926,1134,627,822,961,809
Os01g0943100,2,3,0,10,4,0,0,0
Os01g0943400,238,180,184,180,43,75,90,80
Os01g0943700,0,0,0,0,0,0,0,0
Os01g0943800,1651,2612,2647,3207,7204,7871,6198,5272
Os01g0943900,952,1236,890,1150,615,791,958,810
Os01g0943950,2,2,1,1,0,1,1,0
Os01g0944000,6693,4752,7825,6393,3805,3947,2096,1434
Os01g0944100,1257,1362,83,197,90,145,177,127
Os01g0944200,22218,19435,19729,18578,29142,29731,19269,11356
Os01g0944500,2,0,0,0,0,0,0,0
Os01g0944700,31,5,0,172,192,1050,10,30
Os01g0944800,0,0,0,0,0,0,0,4
Os01g0944900,31,41,0,24,22,56,14,21
Os01g0945001,102,135,460,392,481,524,477,218
Os01g0945100,0,0,0,0,0,0,0,0
Os01g0945150,0,0,0,0,0,0,0,0
Os01g0945200,23,49,0,18,12,0,76,33
Os01g0945250,11,0,0,2,0,0,14,7
Os01g0945300,408,612,48,61,281,227,1572,962
Os01g0945400,113,116,0,9,45,35,300,161
